original,abbreviation,length
articulation,artclat,7
articulation,artculat,8
articulation,artculatn,9
articulation,articulatn,10
artifacts,afs,3
artifacts,atfs,4
artifacts,artfs,5
artifacts,artfcs,6
artifacts,artfacs,7
artifice,afi,3
artifice,atfi,4
artifice,artfi,5
artifice,artfic,6
aspiring,air,3
aspiring,asir,4
aspiring,aspir,5
aspiring,aspirg,6
assailants,asi,3
assailants,asis,4
assailants,asils,5
assailants,asails,6
assailants,assails,7
assailants,assailts,8
assassin,ass,3
assassin,asss,4
assassin,asass,5
assassin,assass,6
assassination,ass,3
assassination,asss,4
assassination,assas,5
assassination,assass,6
assassination,assasst,7
assassination,assassnt,8
assassination,assassnat,9
assassination,assassnatn,10
assassination,assassinatn,11
assemblages,alg,3
assemblages,ablg,4
assemblages,ablge,5
assemblages,asblge,6
assemblages,asmblge,7
assemblages,asmblges,8
assemblages,assmblges,9
assemble,abl,3
assemble,asbl,4
assemble,asmbl,5
assemble,assmbl,6
assembly,abl,3
assembly,asbl,4
assembly,asmbl,5
assembly,asmbly,6
assertion,ast,3
assertion,asst,4
assertion,asset,5
assertion,assetn,6
assertion,assertn,7
assessment,asm,3
assessment,assm,4
assessment,asssm,5
assessment,assssm,6
assessment,assssmt,7
assessment,assessmt,8
assiduously,aou,3
assiduously,aoul,4
assiduously,adoul,5
assiduously,asdoul,6
assiduously,asdouly,7
assiduously,assdouly,8
assiduously,assdously,9
assistance,ass,3
assistance,asss,4
assistance,asssc,5
assistance,assstc,6
assistance,assstac,7
assistance,assstanc,8
assisting,ass,3
assisting,asss,4
assisting,asssg,5
assisting,assstg,6
assisting,assstng,7
assumption,apt,3
assumption,aspt,4
assumption,asspt,5
assumption,assmpt,6
assumption,assumpt,7
assumption,assumptn,8
asterisk,ask,3
asterisk,assk,4
asterisk,astsk,5
asterisk,astrsk,6
asteroids,aid,3
asteroids,aids,4
asteroids,asids,5
asteroids,astids,6
asteroids,astoids,7
astringent,ase,3
astringent,asge,4
astringent,astge,5
astringent,astget,6
astringent,astrget,7
astringent,astrnget,8
astronauts,asu,3
astronauts,asut,4
astronauts,asuts,5
astronauts,astuts,6
astronauts,astruts,7
astronauts,astrauts,8
atherosclerosis,ali,3
atherosclerosis,acli,4
atherosclerosis,aclis,5
atherosclerosis,ahclis,6
atherosclerosis,ahsclis,7
atherosclerosis,ahsclsis,8
atherosclerosis,ahesclsis,9
atherosclerosis,athesclsis,10
atherosclerosis,athesclrsis,11
atherosclerosis,atheosclrsis,12
atherosclerosis,atheosclrosis,13
atlantans,alt,3
atlantans,alts,4
atlantans,alnts,5
atlantans,alants,6
atlantans,alantns,7
atrocious,acu,3
atrocious,acus,4
atrocious,arcus,5
atrocious,arcius,6
atrocious,atrcius,7
attachment,atm,3
attachment,athm,4
attachment,athmt,5
attachment,atchmt,6
attachment,attchmt,7
attachment,attachmt,8
attachments,atm,3
attachments,athm,4
attachments,athms,5
attachments,athmts,6
attachments,atchmts,7
attachments,attchmts,8
attachments,attachmts,9
attainment,ati,3
attainment,atim,4
attainment,atimt,5
attainment,attimt,6
attainment,attinmt,7
attainment,attainmt,8
attempted,att,3
attempted,atpt,4
attempted,atmpt,5
attempted,atmptd,6
attempted,attmptd,7
attempting,att,3
attempting,atpt,4
attempting,atmpt,5
attempting,atmptg,6
attempting,attmptg,7
attempting,attmptng,8
attendance,ata,3
attendance,atda,4
attendance,atdac,5
attendance,atdanc,6
attendance,attdanc,7
attendance,attndanc,8
attenuated,atd,3
attenuated,atud,4
attenuated,atuad,5
attenuated,attuad,6
attenuated,attnuad,7
attenuated,attnuatd,8
attesting,ats,3
attesting,atsg,4
attesting,atstg,5
attesting,attstg,6
attesting,attstng,7
attraction,att,3
attraction,atct,4
attraction,atrct,5
attraction,attrct,6
attraction,attrctn,7
attraction,attractn,8
auctions,auc,3
auctions,aucs,4
auctions,aucts,5
auctions,auctns,6
audacious,aau,3
audacious,auau,4
audacious,audau,5
audacious,audaus,6
audacious,audacus,7
audiotape,aup,3
audiotape,autp,4
audiotape,audtp,5
audiotape,auditp,6
audiotape,auditap,7
augmentation,agm,3
augmentation,augm,4
augmentation,augmt,5
augmentation,augmtt,6
augmentation,augmtat,7
augmentation,augmtatn,8
augmentation,augmntatn,9
augmentation,augmentatn,10
augmented,agm,3
augmented,augm,4
augmented,augmd,5
augmented,augmtd,6
augmented,augmntd,7
augustus,agu,3
augustus,augu,4
augustus,augut,5
augustus,august,6
auspices,aui,3
auspices,auis,4
auspices,aupis,5
auspices,auspis,6
australia,aus,3
australia,ausl,4
australia,austl,5
australia,austrl,6
australia,austrla,7
authenticity,auy,3
authenticity,auty,4
authenticity,authy,5
authenticity,authty,6
authenticity,authcty,7
authenticity,authtcty,8
authenticity,authetcty,9
authenticity,authetcity,10
authoritative,aut,3
authoritative,autv,4
authoritative,authv,5
authoritative,authtv,6
authoritative,authttv,7
authoritative,authottv,8
authoritative,authorttv,9
authoritative,authortatv,10
authoritative,authortatve,11
authorship,aut,3
authorship,auth,4
authorship,authp,5
authorship,authhp,6
authorship,authshp,7
authorship,authoshp,8
autobiographies,aip,3
autobiographies,aipe,4
autobiographies,auipe,5
autobiographies,aubipe,6
autobiographies,aubigpe,7
autobiographies,autbigpe,8
autobiographies,autbigphe,9
autobiographies,autbigphes,10
autobiographies,autbigrphes,11
autobiographies,autobigrphes,12
autobiographies,autobigrphies,13
autographed,aup,3
autographed,augp,4
autographed,autgp,5
autographed,autgph,6
autographed,autgphd,7
autographed,autgrphd,8
autographed,autgrphed,9
autographs,aps,3
autographs,aups,4
autographs,augps,5
autographs,autgps,6
autographs,autgphs,7
autographs,autgrphs,8
automatically,aut,3
automatically,autm,4
automatically,autmy,5
automatically,autmly,6
automatically,autmcly,7
automatically,autmacly,8
automatically,autmacaly,9
automatically,automacaly,10
automatically,automatcaly,11
automobile,aui,3
automobile,aubi,4
automobile,autbi,5
automobile,autbil,6
automobile,autmbil,7
automobile,autmobil,8
autonomous,aou,3
autonomous,auou,4
autonomous,autou,5
autonomous,automu,6
autonomous,automus,7
autonomous,autoomus,8
auxiliary,axi,3
auxiliary,auxi,4
auxiliary,auxil,5
auxiliary,auxily,6
auxiliary,auxilry,7
available,avi,3
available,avil,4
available,avibl,5
available,avilbl,6
available,availbl,7
averaged,avg,3
averaged,avge,4
averaged,avged,5
averaged,aveged,6
averages,avg,3
averages,avge,4
averages,avges,5
averages,aveges,6
aviation,avi,3
aviation,avit,4
aviation,avitn,5
aviation,aviatn,6
avoidable,avi,3
avoidable,avia,4
avoidable,avial,5
avoidable,avoial,6
avoidable,avoiabl,7
avondale,ava,3
avondale,avoa,4
avondale,avoda,5
avondale,avodal,6
awakened,awa,3
awakened,awae,4
awakened,awaee,5
awakened,awakee,6
awakening,awa,3
awakening,awae,4
awakening,awake,5
awakening,awakeg,6
awakening,awakeig,7
axiomatic,axi,3
axiomatic,axim,4
axiomatic,axima,5
axiomatic,aximac,6
axiomatic,aximatc,7
backfield,bak,3
backfield,bakf,4
backfield,bakfi,5
backfield,bakfid,6
backfield,bakfild,7
backhand,bak,3
backhand,bakh,4
backhand,bakha,5
backhand,bakhad,6
backpackers,bak,3
backpackers,bakp,4
backpackers,bakpk,5
backpackers,bakpke,6
backpackers,backpke,7
backpackers,backpcke,8
backpackers,backpckes,9
backstage,bak,3
backstage,baks,4
backstage,baksg,5
backstage,baksge,6
backstage,bakstge,7
backstop,bak,3
backstop,baks,4
backstop,baksp,5
backstop,bakstp,6
backstreet,bak,3
backstreet,baks,4
backstreet,bakse,5
backstreet,bakset,6
backstreet,bakstet,7
backstreet,bakstret,8
backswing,bak,3
backswing,baks,4
backswing,baksw,5
backswing,bakswg,6
backswing,backswg,7
baguette,bag,3
baguette,bagu,4
baguette,bague,5
baguette,baguet,6
balloons,bas,3
balloons,bals,4
balloons,balos,5
balloons,balons,6
balloting,bat,3
balloting,batg,4
balloting,baltg,5
balloting,baltng,6
balloting,balltng,7
bandanna,baa,3
bandanna,baan,4
bandanna,badan,5
bandanna,badann,6
banishing,bah,3
banishing,bash,4
banishing,bashg,5
banishing,banshg,6
banishing,banshig,7
bankrolled,bak,3
bankrolled,bakr,4
bankrolled,bakrd,5
bankrolled,bakrld,6
bankrolled,bankrld,7
bankrolled,bankrold,8
barbados,bab,3
barbados,baba,4
barbados,babao,5
barbados,babado,6
barbarians,bab,3
barbarians,baba,4
barbarians,barba,5
barbarians,barbar,6
barbarians,barbars,7
barbarians,barbarns,8
barbaric,bab,3
barbaric,baba,4
barbaric,babar,5
barbaric,barbar,6
barbarous,bab,3
barbarous,baba,4
barbarous,babau,5
barbarous,babaru,6
barbarous,barbaru,7
barbecue,bab,3
barbecue,babe,4
barbecue,babee,5
barbecue,babece,6
barbeque,bab,3
barbeque,babe,4
barbeque,babeq,5
barbeque,babequ,6
barbershop,bab,3
barbershop,babe,4
barbershop,babep,5
barbershop,babehp,6
barbershop,barbehp,7
barbershop,barbeshp,8
barcelona,bac,3
barcelona,bacl,4
barcelona,barcl,5
barcelona,barcel,6
barcelona,barceln,7
bargaining,bai,3
bargaining,bagi,4
bargaining,bagig,5
bargaining,bargig,6
bargaining,bargaig,7
bargaining,bargaing,8
barnyard,bay,3
barnyard,baya,4
barnyard,bayad,5
barnyard,banyad,6
barometer,bat,3
barometer,bamt,4
barometer,barmt,5
barometer,baromt,6
barometer,baromtr,7
bartholomew,baw,3
bartholomew,batw,4
bartholomew,batmw,5
bartholomew,bathmw,6
bartholomew,bathlmw,7
bartholomew,barthlmw,8
bartholomew,barthlomw,9
basilica,bas,3
basilica,basl,4
basilica,baslc,5
basilica,baslic,6
bathrobe,bar,3
bathrobe,bare,4
bathrobe,barbe,5
bathrobe,bahrbe,6
battalions,bat,3
battalions,bats,4
battalions,batls,5
battalions,battls,6
battalions,battals,7
battalions,battalns,8
bayonets,bay,3
bayonets,bayo,4
bayonets,bayoe,5
bayonets,bayoet,6
beachfront,bef,3
beachfront,befr,4
beachfront,behfr,5
beachfront,behfrt,6
beachfront,bechfrt,7
beachfront,beachfrt,8
beatific,bei,3
beatific,befi,4
beatific,beafi,5
beatific,beafic,6
bedspread,bes,3
bedspread,beds,4
bedspread,bedsp,5
bedspread,bedspd,6
bedspread,bedsprd,7
beethoven,bee,3
beethoven,beev,4
beethoven,beetv,5
beethoven,beethv,6
beethoven,beethov,7
beginners,ben,3
beginners,bene,4
beginners,begne,5
beginners,begine,6
beginners,begines,7
beginning,ben,3
beginning,begn,4
beginning,begng,5
beginning,beging,6
beginning,beginng,7
begrudge,beg,3
begrudge,begg,4
begrudge,begge,5
begrudge,begdge,6
behavior,bev,3
behavior,behv,4
behavior,behvi,5
behavior,behavi,6
behavioral,bev,3
behavioral,behv,4
behavioral,behvi,5
behavioral,behavi,6
behavioral,behavil,7
behavioral,behavirl,8
beheading,beh,3
beheading,behd,4
beheading,behdg,5
beheading,behdig,6
beheading,behedig,7
behooves,bev,3
behooves,behv,4
behooves,behvs,5
behooves,behovs,6
belching,bec,3
belching,bech,4
belching,belch,5
belching,belchg,6
belichick,bek,3
belichick,behk,4
belichick,belhk,5
belichick,belchk,6
belichick,belchck,7
bellaire,bei,3
bellaire,beir,4
bellaire,belir,5
bellaire,belair,6
bellicose,bel,3
bellicose,bels,4
bellicose,belcs,5
bellicose,belcos,6
bellicose,belcose,7
bellowed,bew,3
bellowed,belw,4
bellowed,belwe,5
bellowed,belwed,6
bellwether,bew,3
bellwether,bewt,4
bellwether,belwt,5
bellwether,belwet,6
bellwether,belweth,7
bellwether,belwethe,8
beneficiaries,bee,3
beneficiaries,beef,4
beneficiaries,beefi,5
beneficiaries,beefis,6
beneficiaries,beefirs,7
beneficiaries,beeficrs,8
beneficiaries,beeficirs,9
beneficiaries,beeficires,10
beneficiaries,beneficires,11
benefiting,bee,3
benefiting,beef,4
benefiting,beefi,5
benefiting,beefit,6
benefiting,beefitg,7
benefiting,benefitg,8
benjamin,bej,3
benjamin,beja,4
benjamin,bejam,5
benjamin,bejami,6
bergdorf,bed,3
bergdorf,bedo,4
bergdorf,bedof,5
bergdorf,begdof,6
bernanke,bek,3
bernanke,beke,4
bernanke,benke,5
bernanke,bennke,6
beseeching,bee,3
beseeching,beec,4
beseeching,beech,5
beseeching,besech,6
beseeching,besechg,7
beseeching,besechng,8
besieged,beg,3
besieged,bege,4
besieged,besge,5
besieged,besged,6
bethesda,bed,3
bethesda,beda,4
bethesda,betda,5
bethesda,betsda,6
betrayal,bey,3
betrayal,beya,4
betrayal,betya,5
betrayal,betyal,6
betrayed,bey,3
betrayed,beye,4
betrayed,betye,5
betrayed,betyed,6
betraying,bey,3
betraying,beyi,4
betraying,betyi,5
betraying,betyig,6
betraying,betryig,7
betterment,bet,3
betterment,betm,4
betterment,bettm,5
betterment,bettmt,6
betterment,bettmnt,7
betterment,bettrmnt,8
bewildered,bew,3
bewildered,bewd,4
bewildered,bewld,5
bewildered,bewldd,6
bewildered,bewildd,7
bewildered,bewilded,8
bewilderment,bew,3
bewilderment,bewm,4
bewilderment,bewdm,5
bewilderment,bewldm,6
bewilderment,bewldmt,7
bewilderment,bewildmt,8
bewilderment,bewildmnt,9
bewilderment,bewildrmnt,10
bicentennial,bin,3
bicentennial,bitn,4
bicentennial,bitnl,5
bicentennial,bictnl,6
bicentennial,bicetnl,7
bicentennial,bicetnnl,8
bicentennial,bicentnnl,9
bicentennial,bicentnnil,10
bicyclists,biy,3
bicyclists,biyc,4
bicyclists,biycl,5
bicyclists,biycls,6
bicyclists,biyclss,7
bicyclists,biyclsts,8
bilateral,bil,3
bilateral,bill,4
bilateral,bilal,5
bilateral,bilatl,6
bilateral,bilatrl,7
billowing,biw,3
billowing,bilw,4
billowing,bilwg,5
billowing,bilwig,6
billowing,bilwing,7
bimonthly,bil,3
bimonthly,biml,4
bimonthly,bimly,5
bimonthly,bimhly,6
bimonthly,bimthly,7
binghamton,bih,3
binghamton,biht,4
binghamton,bihmt,5
binghamton,bihamt,6
binghamton,bighamt,7
binghamton,binghamt,8
biographical,bip,3
biographical,bigp,4
biographical,bigph,5
biographical,bigrph,6
biographical,bigrphl,7
biographical,bigrphil,8
biographical,bigrphicl,9
biographical,bigrphical,10
biographies,bip,3
biographies,bigp,4
biographies,bigph,5
biographies,bigphs,6
biographies,bigrphs,7
biographies,bigrphes,8
biographies,bigrphies,9
biologically,big,3
biologically,bigy,4
biologically,bilgy,5
biologically,bilgly,6
biologically,bilgily,7
biologically,bilgicly,8
biologically,bilgicaly,9
biologically,bilogicaly,10
biologist,big,3
biologist,bigs,4
biologist,bilgs,5
biologist,bilgst,6
biologist,bilgist,7
biomechanics,bis,3
biomechanics,bics,4
biomechanics,bichs,5
biomechanics,bimchs,6
biomechanics,bimchas,7
biomechanics,bimchans,8
biomechanics,bimchancs,9
biomechanics,bimchanics,10
biosphere,bih,3
biosphere,biph,4
biosphere,bisph,5
biosphere,bisphe,6
biosphere,bisphee,7
birnbaum,bib,3
birnbaum,biba,4
birnbaum,birba,5
birnbaum,birbau,6
birthing,bir,3
birthing,birt,4
birthing,birth,5
birthing,birthg,6
bittersweet,bit,3
bittersweet,bite,4
bittersweet,bitwe,5
bittersweet,bitwet,6
bittersweet,bitweet,7
bittersweet,bittweet,8
bittersweet,bittsweet,9
bivariate,biv,3
bivariate,bivr,4
bivariate,bivar,5
bivariate,bivara,6
bivariate,bivarat,7
biweekly,biw,3
biweekly,biwe,4
biweekly,biwek,5
biweekly,biwekl,6
blackmun,blk,3
blackmun,blkm,4
blackmun,blkmn,5
blackmun,blckmn,6
blacksburg,blk,3
blacksburg,blks,4
blacksburg,blksb,5
blacksburg,blksbg,6
blacksburg,blcksbg,7
blacksburg,blcksbug,8
blackstone,blk,3
blackstone,blks,4
blackstone,blkse,5
blackstone,blkste,6
blackstone,blckste,7
blackstone,blackste,8
blameless,blm,3
blameless,blms,4
blameless,blmls,5
blameless,blmlss,6
blameless,blamlss,7
blanched,blh,3
blanched,blhd,4
blanched,blchd,5
blanched,blched,6
blanketed,blk,3
blanketed,blke,4
blanketed,blket,5
blanketed,blketd,6
blanketed,blnketd,7
blemishes,blh,3
blemishes,blsh,4
blemishes,blmsh,5
blemishes,blmshs,6
blemishes,blmishs,7
blessings,bls,3
blessings,blss,4
blessings,blsss,5
blessings,blssgs,6
blessings,blssngs,7
blinders,bld,3
blinders,blds,4
blinders,blnds,5
blinders,blinds,6
blindingly,bll,3
blindingly,blly,4
blindingly,bldly,5
blindingly,bldgly,6
blindingly,bldigly,7
blindingly,bldingly,8
blinking,blk,3
blinking,blkg,4
blinking,blkig,5
blinking,blnkig,6
blisters,bls,3
blisters,blst,4
blisters,blsts,5
blisters,blists,6
blocking,blk,3
blocking,blck,4
blocking,blckg,5
blocking,blckig,6
bloodletting,bld,3
bloodletting,bldl,4
bloodletting,bldlt,5
bloodletting,bldltt,6
bloodletting,bldlttg,7
bloodletting,blodlttg,8
bloodletting,blodlttng,9
bloodletting,bloodlttng,10
bloodthirsty,bld,3
bloodthirsty,bldt,4
bloodthirsty,bldtr,5
bloodthirsty,bldtry,6
bloodthirsty,bldthry,7
bloodthirsty,bldthrty,8
bloodthirsty,blodthrty,9
bloodthirsty,blodthrsty,10
bloomers,blm,3
bloomers,blom,4
bloomers,bloms,5
bloomers,blooms,6
blossoming,blo,3
blossoming,blom,4
blossoming,blsom,5
blossoming,blssom,6
blossoming,blssomg,7
blossoming,blssomig,8
blotches,blc,3
blotches,bltc,4
blotches,bltch,5
blotches,bltchs,6
blueprint,blu,3
blueprint,blue,4
blueprint,bluep,5
blueprint,bluepr,6
blueprint,blueprt,7
bluffing,blu,3
bluffing,bluf,4
bluffing,blufi,5
bluffing,bluffi,6
blundered,blu,3
blundered,blud,4
blundered,bludd,5
blundered,blundd,6
blundered,blundrd,7
bluntness,blu,3
bluntness,blun,4
bluntness,blune,5
bluntness,blunes,6
bluntness,bluness,7
boarding,bad,3
boarding,boad,4
boarding,boadg,5
boarding,boardg,6
boardwalk,baw,3
boardwalk,bawa,4
boardwalk,bawak,5
boardwalk,badwak,6
boardwalk,boadwak,7
bodyguard,bdy,3
bodyguard,bdyg,4
bodyguard,bdygu,5
bodyguard,bdygud,6
bodyguard,bodygud,7
bodyguards,bdy,3
bodyguards,bdyg,4
bodyguards,bdygu,5
bodyguards,bdygud,6
bodyguards,bodygud,7
bodyguards,bodyguds,8
bombardment,bam,3
bombardment,badm,4
bombardment,boadm,5
bombardment,bobadm,6
bombardment,bombadm,7
bombardment,bombardm,8
bombardment,bombardmt,9
bonaparte,bop,3
bonaparte,bopt,4
bonaparte,boprt,5
bonaparte,bopart,6
bonaparte,bonpart,7
bookkeeping,bkk,3
bookkeeping,bkke,4
bookkeeping,bkkee,5
bookkeeping,bkkeei,6
bookkeeping,bkkeepi,7
bookkeeping,bokkeepi,8
bookkeeping,bokkeepig,9
bookshelf,bks,3
bookshelf,bksf,4
bookshelf,boksf,5
bookshelf,bokshf,6
bookshelf,bokshlf,7
bookshelves,bks,3
bookshelves,bksv,4
bookshelves,boksv,5
bookshelves,bokshv,6
bookshelves,bokshlv,7
bookshelves,bokshlvs,8
bookshelves,bookshlvs,9
botanical,bot,3
botanical,botl,4
botanical,botcl,5
botanical,botncl,6
botanical,botancl,7
bothered,bot,3
bothered,botd,4
bothered,bothd,5
bothered,bothed,6
bottling,btl,3
bottling,bttl,4
bottling,bottl,5
bottling,bottlg,6
boundless,bul,3
boundless,boul,4
boundless,bouls,5
boundless,boudls,6
boundless,boudlss,7
bourgeois,bui,3
bourgeois,bugi,4
bourgeois,bougi,5
bourgeois,bougei,6
bourgeois,bougeis,7
boutiques,buq,3
boutiques,buqu,4
boutiques,buque,5
boutiques,bouque,6
boutiques,boutque,7
boyfriend,byf,3
boyfriend,byfr,4
boyfriend,boyfr,5
boyfriend,boyfrd,6
boyfriend,boyfred,7
bracelets,brt,3
bracelets,brts,4
bracelets,brlts,5
bracelets,brclts,6
bracelets,brcelts,7
brackish,brk,3
brackish,brkh,4
brackish,brksh,5
brackish,brkish,6
brandeis,bri,3
brandeis,bris,4
brandeis,brdis,5
brandeis,brndis,6
branding,brd,3
branding,brdg,4
branding,brdig,5
branding,brndig,6
breakfasts,brf,3
breakfasts,brkf,4
breakfasts,brkfs,5
breakfasts,brkfss,6
breakfasts,brkfsts,7
breakfasts,brkfasts,8
breastfeeding,brf,3
breastfeeding,brfe,4
breastfeeding,brsfe,5
breastfeeding,brsfed,6
breastfeeding,brsfedg,7
breastfeeding,brsfeedg,8
breastfeeding,brstfeedg,9
breastfeeding,brstfeedig,10
breastfeeding,brastfeedig,11
breathes,brs,3
breathes,brhs,4
breathes,brhes,5
breathes,brahes,6
brighter,brh,3
brighter,brht,4
brighter,brght,5
brighter,brghtr,6
broadcasts,bra,3
broadcasts,brac,4
broadcasts,bracs,5
broadcasts,bracss,6
broadcasts,bradcss,7
broadcasts,bradcsts,8
broadened,bra,3
broadened,brae,4
broadened,brade,5
broadened,braded,6
broadened,bradned,7
broadening,bra,3
broadening,brad,4
broadening,bradg,5
broadening,bradng,6
broadening,broadng,7
broadening,broadnng,8
broadest,bra,3
broadest,bras,4
broadest,brads,5
broadest,bradst,6
broderick,brd,3
broderick,brdk,4
broderick,brdck,5
broderick,brodck,6
broderick,brodrck,7
brokering,brk,3
brokering,brke,4
brokering,brkeg,5
brokering,brkeng,6
brokering,brokeng,7
brooding,brd,3
brooding,brdg,4
brooding,brdig,5
brooding,brodig,6
brooklyn,brk,3
brooklyn,brkl,4
brooklyn,brkln,5
brooklyn,brklyn,6
brownies,brn,3
brownies,brwn,4
brownies,brwns,5
brownies,brwnes,6
browsing,brs,3
browsing,brws,4
browsing,brwsg,5
browsing,brwsng,6
brunette,bre,3
brunette,bret,4
brunette,brett,5
brunette,brnett,6
brutality,bry,3
brutality,brty,4
brutality,brtty,5
brutality,brtlty,6
brutality,brtalty,7
brutalized,brt,3
brutalized,brtz,4
brutalized,brtzd,5
brutalized,brtzed,6
brutalized,brtlzed,7
brutalized,brtalzed,8
bubbling,bbb,3
bubbling,bbbl,4
bubbling,bbblg,5
bubbling,bubblg,6
buckhead,bkh,3
buckhead,bckh,4
