length,original,abbreviation,drop_vowel,truncation,truncation_keep_end,all_different?
8,aficionado,aficindo,fcnd,aficiona,aficiono,1
3,agencies,ags,gncs,age,ags,1
4,agencies,ages,gncs,agen,ages,1
5,agencies,agecs,gncs,agenc,agens,1
6,agencies,ageces,gncs,agenci,agencs,1
3,aggravating,agg,ggrvtng,agg,agg,1
4,aggravating,aggv,ggrvtng,aggr,aggg,1
5,aggravating,aggvg,ggrvtng,aggra,aggrg,1
6,aggravating,aggrvg,ggrvtng,aggrav,aggrag,1
7,aggravating,aggrvng,ggrvtng,aggrava,aggravg,1
8,aggravating,aggrvang,ggrvtng,aggravat,aggravag,1
9,aggravating,aggrvatng,ggrvtng,aggravati,aggravatg,1
3,aggregated,agg,ggrgtd,agg,agd,1
4,aggregated,aggg,ggrgtd,aggr,aggd,1
5,aggregated,agggd,ggrgtd,aggre,aggrd,1
6,aggregated,aggrgd,ggrgtd,aggreg,aggred,1
7,aggregated,aggrgad,ggrgtd,aggrega,aggregd,1
8,aggregated,aggrgatd,ggrgtd,aggregat,aggregad,1
3,aggregation,agg,ggrgtn,agg,agn,1
4,aggregation,aggg,ggrgtn,aggr,aggn,1
5,aggregation,agggn,ggrgtn,aggre,aggrn,1
6,aggregation,aggrgn,ggrgtn,aggreg,aggren,1
7,aggregation,aggrgan,ggrgtn,aggrega,aggregn,1
8,aggregation,aggrgatn,ggrgtn,aggregat,aggregan,1
9,aggregation,aggregatn,ggrgtn,aggregati,aggregatn,1
3,aggressiveness,agg,ggrssvnss,agg,ags,1
4,aggressiveness,agge,ggrssvnss,aggr,aggs,1
5,aggressiveness,agges,ggrssvnss,aggre,aggrs,1
6,aggressiveness,aggess,ggrssvnss,aggres,aggres,1
7,aggressiveness,aggvess,ggrssvnss,aggress,aggress,1
8,aggressiveness,aggsvess,ggrssvnss,aggressi,aggresss,1
9,aggressiveness,aggrsvess,ggrssvnss,aggressiv,aggressis,1
10,aggressiveness,aggrssvess,ggrssvnss,aggressive,aggressivs,1
11,aggressiveness,aggrssvness,ggrssvnss,aggressiven,aggressives,1
12,aggressiveness,aggrssveness,ggrssvnss,aggressivene,aggressivens,1
3,aggrieved,agg,ggrvd,agg,agd,1
4,aggrieved,aggv,ggrvd,aggr,aggd,1
5,aggrieved,aggvd,ggrvd,aggri,aggrd,1
6,aggrieved,aggrvd,ggrvd,aggrie,aggrid,1
7,aggrieved,aggrved,ggrvd,aggriev,aggried,1
3,agitating,agg,gttng,agi,agg,1
4,agitating,agtg,gttng,agit,agig,1
5,agitating,agtng,gttng,agita,agitg,1
6,agitating,agitng,gttng,agitat,agitag,1
7,agitating,agittng,gttng,agitati,agitatg,1
3,agonizing,ago,gnzng,ago,agg,1
4,agonizing,agoi,gnzng,agon,agog,1
5,agonizing,agoig,gnzng,agoni,agong,1
6,agonizing,agozig,gnzng,agoniz,agonig,1
7,agonizing,agozing,gnzng,agonizi,agonizg,1
3,agrarian,agn,grrn,agr,agn,1
4,agrarian,agrn,grrn,agra,agrn,1
5,agrarian,agrrn,grrn,agrar,agran,1
6,agrarian,agrran,grrn,agrari,agrarn,1
3,agreeable,age,grbl,agr,age,1
4,agreeable,agel,grbl,agre,agre,1
5,agreeable,agebl,grbl,agree,agree,1
6,agreeable,ageble,grbl,agreea,agreee,1
7,agreeable,agreble,grbl,agreeab,agreeae,1
3,agreeing,age,grng,agr,agg,1
4,agreeing,agei,grng,agre,agrg,1
5,agreeing,ageig,grng,agree,agreg,1
6,agreeing,agreig,grng,agreei,agreeg,1
3,aimlessly,ail,mlssly,aim,aiy,1
4,aimlessly,aill,mlssly,aiml,aimy,1
5,aimlessly,ailly,mlssly,aimle,aimly,1
6,aimlessly,aimlly,mlssly,aimles,aimley,1
7,aimlessly,aimlsly,mlssly,aimless,aimlesy,1
3,airfields,aif,rflds,air,ais,1
4,airfields,aifi,rflds,airf,airs,1
5,airfields,airfi,rflds,airfi,airfs,1
6,airfields,airfis,rflds,airfie,airfis,1
7,airfields,airfids,rflds,airfiel,airfies,1
3,airliner,aie,rlnr,air,air,1
4,airliner,aire,rlnr,airl,airr,1
5,airliner,airer,rlnr,airli,airlr,1
6,airliner,airler,rlnr,airlin,airlir,1
3,airplane,aip,rpln,air,aie,1
4,airplane,aipe,rpln,airp,aire,1
5,airplane,airpe,rpln,airpl,airpe,1
6,airplane,airple,rpln,airpla,airple,1
3,airtight,aih,rtght,air,ait,1
4,airtight,aiht,rtght,airt,airt,1
5,airtight,airht,rtght,airti,airtt,1
6,airtight,airtht,rtght,airtig,airtit,1
3,alabaster,aba,lbstr,ala,alr,1
4,alabaster,abar,lbstr,alab,alar,1
5,alabaster,abasr,lbstr,alaba,alabr,1
6,alabaster,albasr,lbstr,alabas,alabar,1
7,alabaster,albastr,lbstr,alabast,alabasr,1
3,alarming,amg,lrmng,ala,alg,1
4,alarming,almg,lrmng,alar,alag,1
5,alarming,alrmg,lrmng,alarm,alarg,1
6,alarming,alrmig,lrmng,alarmi,alarmg,1
3,albanian,aba,lbnn,alb,aln,1
4,albanian,aban,lbnn,alba,albn,1
5,albanian,alban,lbnn,alban,alban,1
6,albanian,albann,lbnn,albani,albann,1
3,albrecht,abr,lbrcht,alb,alt,1
4,albrecht,abrt,lbrcht,albr,albt,1
5,albrecht,abrct,lbrcht,albre,albrt,1
6,albrecht,abrcht,lbrcht,albrec,albret,1
3,alcatraz,acz,lctrz,alc,alz,1
4,alcatraz,alcz,lctrz,alca,alcz,1
5,alcatraz,alcrz,lctrz,alcat,alcaz,1
6,alcatraz,alctrz,lctrz,alcatr,alcatz,1
3,alcoholic,ahc,lchlc,alc,alc,1
4,alcoholic,achc,lchlc,alco,alcc,1
5,alcoholic,achlc,lchlc,alcoh,alcoc,1
6,alcoholic,alchlc,lchlc,alcoho,alcohc,1
7,alcoholic,alcholc,lchlc,alcohol,alcohoc,1
3,alcoholics,ahs,lchlcs,alc,als,1
4,alcoholics,achs,lchlcs,alco,alcs,1
5,alcoholics,achls,lchlcs,alcoh,alcos,1
6,alcoholics,achlcs,lchlcs,alcoho,alcohs,1
7,alcoholics,alchlcs,lchlcs,alcohol,alcohos,1
8,alcoholics,alcholcs,lchlcs,alcoholi,alcohols,1
3,aldridge,age,ldrdg,ald,ale,1
4,aldridge,adge,ldrdg,aldr,alde,1
5,aldridge,addge,ldrdg,aldri,aldre,1
6,aldridge,adrdge,ldrdg,aldrid,aldrie,1
3,alejandro,aja,ljndr,ale,alo,1
4,alejandro,ajao,ljndr,alej,aleo,1
5,alejandro,ajaro,ljndr,aleja,alejo,1
6,alejandro,ajadro,ljndr,alejan,alejao,1
7,alejandro,aljadro,ljndr,alejand,alejano,1
3,alerting,atg,lrtng,ale,alg,1
4,alerting,altg,lrtng,aler,aleg,1
5,alerting,altng,lrtng,alert,alerg,1
6,alerting,aletng,lrtng,alerti,alertg,1
3,alertness,ane,lrtnss,ale,als,1
4,alertness,anes,lrtnss,aler,ales,1
5,alertness,aness,lrtnss,alert,alers,1
6,alertness,atness,lrtnss,alertn,alerts,1
7,alertness,altness,lrtnss,alertne,alertns,1
3,alexandre,aae,lxndr,ale,ale,1
4,alexandre,aare,lxndr,alex,alee,1
5,alexandre,aadre,lxndr,alexa,alexe,1
6,alexandre,aladre,lxndr,alexan,alexae,1
7,alexandre,alandre,lxndr,alexand,alexane,1
3,algorithm,ago,lgrthm,alg,alm,1
4,algorithm,agom,lgrthm,algo,algm,1
5,algorithm,agohm,lgrthm,algor,algom,1
6,algorithm,agothm,lgrthm,algori,algorm,1
7,algorithm,algothm,lgrthm,algorit,algorim,1
3,alignment,amt,lgnmnt,ali,alt,1
4,alignment,anmt,lgnmnt,alig,alit,1
5,alignment,agnmt,lgnmnt,align,aligt,1
6,alignment,algnmt,lgnmnt,alignm,alignt,1
7,alignment,algnmnt,lgnmnt,alignme,alignmt,1
3,alkaline,aka,lkln,alk,ale,1
4,alkaline,akae,lkln,alka,alke,1
5,alkaline,alkae,lkln,alkal,alkae,1
6,alkaline,alkale,lkln,alkali,alkale,1
3,allegation,agn,llgtn,all,aln,1
4,allegation,algn,llgtn,alle,alln,1
5,allegation,algan,llgtn,alleg,allen,1
6,allegation,algatn,llgtn,allega,allegn,1
7,allegation,allgatn,llgtn,allegat,allegan,1
8,allegation,allegatn,llgtn,allegati,allegatn,1
3,allergens,ags,llrgns,all,als,1
4,allergens,ages,llrgns,alle,alls,1
5,allergens,alges,llrgns,aller,alles,1
6,allergens,algens,llrgns,allerg,allers,1
7,allergens,allgens,llrgns,allerge,allergs,1
3,alleviated,avd,llvtd,all,ald,1
4,alleviated,avid,llvtd,alle,alld,1
5,alleviated,alvid,llvtd,allev,alled,1
6,alleviated,alvitd,llvtd,allevi,allevd,1
7,alleviated,alviatd,llvtd,allevia,allevid,1
8,alleviated,allviatd,llvtd,alleviat,alleviad,1
3,alleviating,avg,llvtng,all,alg,1
4,alleviating,avig,llvtng,alle,allg,1
5,alleviating,alvig,llvtng,allev,alleg,1
6,alleviating,alving,llvtng,allevi,allevg,1
7,alleviating,alvitng,llvtng,allevia,allevig,1
8,alleviating,alviatng,llvtng,alleviat,alleviag,1
9,alleviating,allviatng,llvtng,alleviati,alleviatg,1
3,alleyways,ayw,llywys,all,als,1
4,alleyways,aywa,llywys,alle,alls,1
5,alleyways,ayway,llywys,alley,alles,1
6,alleyways,ayways,llywys,alleyw,alleys,1
7,alleyways,alyways,llywys,alleywa,alleyws,1
3,alliance,ace,llnc,all,ale,1
4,alliance,alce,llnc,alli,alle,1
5,alliance,alnce,llnc,allia,allie,1
6,alliance,alance,llnc,allian,alliae,1
3,alliances,acs,llncs,all,als,1
4,alliances,alcs,llncs,alli,alls,1
5,alliances,alces,llncs,allia,allis,1
6,alliances,alnces,llncs,allian,allias,1
7,alliances,alances,llncs,allianc,allians,1
3,alligator,agr,llgtr,all,alr,1
4,alligator,algr,llgtr,alli,allr,1
5,alligator,algar,llgtr,allig,allir,1
6,alligator,algaor,llgtr,alliga,alligr,1
7,alligator,algator,llgtr,alligat,alligar,1
3,alligators,ags,llgtrs,all,als,1
4,alligators,algs,llgtrs,alli,alls,1
5,alligators,algrs,llgtrs,allig,allis,1
6,alligators,algars,llgtrs,alliga,alligs,1
7,alligators,algaors,llgtrs,alligat,alligas,1
8,alligators,algators,llgtrs,alligato,alligats,1
3,allotment,att,lltmnt,all,alt,1
4,allotment,atmt,lltmnt,allo,allt,1
5,allotment,altmt,lltmnt,allot,allot,1
6,allotment,altmnt,lltmnt,allotm,allott,1
7,allotment,alltmnt,lltmnt,allotme,allotmt,1
3,allowances,awa,llwncs,all,als,1
4,allowances,awas,llwncs,allo,alls,1
5,allowances,awacs,llwncs,allow,allos,1
6,allowances,alwacs,llwncs,allowa,allows,1
7,allowances,alwaces,llwncs,allowan,allowas,1
8,allowances,alwances,llwncs,allowanc,allowans,1
3,allowing,awg,llwng,all,alg,1
4,allowing,alwg,llwng,allo,allg,1
5,allowing,alwig,llwng,allow,allog,1
6,allowing,alwing,llwng,allowi,allowg,1
3,allspice,asi,llspc,all,ale,1
4,allspice,asie,llspc,alls,alle,1
5,allspice,aspie,llspc,allsp,allse,1
6,allspice,alspie,llspc,allspi,allspe,1
3,alluding,aug,lldng,all,alg,1
4,alluding,audg,lldng,allu,allg,1
5,alluding,aludg,lldng,allud,allug,1
6,alluding,aludig,lldng,alludi,alludg,1
3,alternate,ane,ltrnt,alt,ale,1
4,alternate,atne,ltrnt,alte,alte,1
5,alternate,altne,ltrnt,alter,altee,1
6,alternate,altnte,ltrnt,altern,altere,1
7,alternate,altnate,ltrnt,alterna,alterne,1
3,alternated,and,ltrntd,alt,ald,1
4,alternated,atnd,ltrntd,alte,altd,1
5,alternated,altnd,ltrntd,alter,alted,1
6,alternated,altnad,ltrntd,altern,alterd,1
7,alternated,altnatd,ltrntd,alterna,alternd,1
8,alternated,altnated,ltrntd,alternat,alternad,1
3,although,aug,lthgh,alt,alh,1
4,although,augh,lthgh,alth,alth,1
5,although,ahugh,lthgh,altho,althh,1
6,although,athugh,lthgh,althou,althoh,1
3,altruistic,aic,ltrstc,alt,alc,1
4,altruistic,aisc,ltrstc,altr,altc,1
5,altruistic,atisc,ltrstc,altru,altrc,1
6,altruistic,altisc,ltrstc,altrui,altruc,1
7,altruistic,altistc,ltrstc,altruis,altruic,1
8,altruistic,altristc,ltrstc,altruist,altruisc,1
3,alvarado,avo,lvrd,alv,alo,1
4,alvarado,avdo,lvrd,alva,alvo,1
5,alvarado,alvdo,lvrd,alvar,alvao,1
6,alvarado,alvrdo,lvrd,alvara,alvaro,1
3,alzheimer,azh,lzhmr,alz,alr,1
4,alzheimer,azhi,lzhmr,alzh,alzr,1
5,alzheimer,azhir,lzhmr,alzhe,alzhr,1
6,alzheimer,azhimr,lzhmr,alzhei,alzher,1
7,alzheimer,alzhimr,lzhmr,alzheim,alzheir,1
3,amassing,amg,mssng,ama,amg,1
4,amassing,amsg,mssng,amas,amag,1
5,amassing,amssg,mssng,amass,amasg,1
6,amassing,amssng,mssng,amassi,amassg,1
3,amateurish,auh,mtrsh,ama,amh,1
4,amateurish,aush,mtrsh,amat,amah,1
5,amateurish,amush,mtrsh,amate,amath,1
6,amateurish,amursh,mtrsh,amateu,amateh,1
7,amateurish,amaursh,mtrsh,amateur,amateuh,1
8,amateurish,amatursh,mtrsh,amateuri,amateurh,1
3,amateurs,aus,mtrs,ama,ams,1
4,amateurs,amus,mtrs,amat,amas,1
5,amateurs,amurs,mtrs,amate,amats,1
6,amateurs,amaurs,mtrs,amateu,amates,1
3,ambassador,aao,mbssdr,amb,amr,1
4,ambassador,aaor,mbssdr,amba,ambr,1
5,ambassador,abaor,mbssdr,ambas,ambar,1
6,ambassador,ambaor,mbssdr,ambass,ambasr,1
7,ambassador,ambasor,mbssdr,ambassa,ambassr,1
8,ambassador,ambasdor,mbssdr,ambassad,ambassar,1
3,ambiguity,aiu,mbgty,amb,amy,1
4,ambiguity,aiui,mbgty,ambi,amby,1
5,ambiguity,aiuiy,mbgty,ambig,ambiy,1
6,ambiguity,abiuiy,mbgty,ambigu,ambigy,1
7,ambiguity,ambiuiy,mbgty,ambigui,ambiguy,1
3,amenable,abl,mnbl,ame,ame,1
4,amenable,able,mnbl,amen,amee,1
5,amenable,amble,mnbl,amena,amene,1
6,amenable,amable,mnbl,amenab,amenae,1
3,amendments,ams,mndmnts,ame,ams,1
4,amendments,amms,mndmnts,amen,ames,1
5,amendments,ammts,mndmnts,amend,amens,1
6,amendments,amdmts,mndmnts,amendm,amends,1
7,amendments,amdmnts,mndmnts,amendme,amendms,1
8,amendments,amndmnts,mndmnts,amendmen,amendmes,1
3,ammunition,amn,mmntn,amm,amn,1
4,ammunition,ammn,mmntn,ammu,ammn,1
5,ammunition,ammtn,mmntn,ammun,ammun,1
6,ammunition,ammntn,mmntn,ammuni,ammunn,1
7,ammunition,ammuntn,mmntn,ammunit,ammunin,1
8,ammunition,ammunitn,mmntn,ammuniti,ammunitn,1
3,amounting,aug,mntng,amo,amg,1
4,amounting,amug,mntng,amou,amog,1
5,amounting,amung,mntng,amoun,amoug,1
6,amounting,amuntg,mntng,amount,amoung,1
7,amounting,amuntng,mntng,amounti,amountg,1
3,amphibious,abi,mphbs,amp,ams,1
4,amphibious,abiu,mphbs,amph,amps,1
5,amphibious,abius,mphbs,amphi,amphs,1
6,amphibious,apbius,mphbs,amphib,amphis,1
7,amphibious,ampbius,mphbs,amphibi,amphibs,1
8,amphibious,amphbius,mphbs,amphibio,amphibis,1
3,amplifies,ali,mplfs,amp,ams,1
4,amplifies,alis,mplfs,ampl,amps,1
5,amplifies,alfis,mplfs,ampli,ampls,1
6,amplifies,aplfis,mplfs,amplif,amplis,1
7,amplifies,amplfis,mplfs,amplifi,amplifs,1
3,analogous,aou,nlgs,ana,ans,1
4,analogous,aous,nlgs,anal,anas,1
5,analogous,agous,nlgs,analo,anals,1
6,analogous,algous,nlgs,analog,analos,1
7,analogous,anlgous,nlgs,analogo,analogs,1
3,analytical,atl,nlytcl,ana,anl,1
4,analytical,aytl,nlytcl,anal,anal,1
5,analytical,alytl,nlytcl,analy,anall,1
6,analytical,anlytl,nlytcl,analyt,analyl,1
7,analytical,anlytcl,nlytcl,analyti,analytl,1
8,analytical,anlytcal,nlytcl,analytic,analytil,1
3,analyzed,azd,nlyzd,ana,and,1
4,analyzed,ayzd,nlyzd,anal,anad,1
5,analyzed,ayzed,nlyzd,analy,anald,1
6,analyzed,alyzed,nlyzd,analyz,analyd,1
3,analyzer,azr,nlyzr,ana,anr,1
4,analyzer,ayzr,nlyzr,anal,anar,1
5,analyzer,ayzer,nlyzr,analy,analr,1
6,analyzer,alyzer,nlyzr,analyz,analyr,1
3,analyzing,azi,nlyzng,ana,ang,1
4,analyzing,azig,nlyzng,anal,anag,1
5,analyzing,ayzig,nlyzng,analy,analg,1
6,analyzing,ayzing,nlyzng,analyz,analyg,1
7,analyzing,alyzing,nlyzng,analyzi,analyzg,1
3,anarchist,aht,nrchst,ana,ant,1
4,anarchist,ahst,nrchst,anar,anat,1
5,anarchist,achst,nrchst,anarc,anart,1
6,anarchist,archst,nrchst,anarch,anarct,1
7,anarchist,anrchst,nrchst,anarchi,anarcht,1
3,ancestry,asy,ncstry,anc,any,1
4,ancestry,asty,ncstry,ance,ancy,1
5,ancestry,acsty,ncstry,ances,ancey,1
6,ancestry,acstry,ncstry,ancest,ancesy,1
3,andersen,adn,ndrsn,and,ann,1
4,andersen,adsn,ndrsn,ande,andn,1
5,andersen,andsn,ndrsn,ander,anden,1
6,andersen,andsen,ndrsn,anders,andern,1
3,anemones,aee,nmns,ane,ans,1
4,anemones,aees,nmns,anem,anes,1
5,anemones,aemes,nmns,anemo,anems,1
6,anemones,anemes,nmns,anemon,anemos,1
3,anesthetized,aed,nsthtzd,ane,and,1
4,anesthetized,aetd,nsthtzd,anes,aned,1
5,anesthetized,aeted,nsthtzd,anest,anesd,1
6,anesthetized,aetzed,nsthtzd,anesth,anestd,1
7,anesthetized,aestzed,nsthtzd,anesthe,anesthd,1
8,anesthetized,aeshtzed,nsthtzd,anesthet,anesthed,1
9,anesthetized,aesthtzed,nsthtzd,anestheti,anesthetd,1
10,anesthetized,anesthtzed,nsthtzd,anesthetiz,anesthetid,1
3,aneurysm,aeu,nrysm,ane,anm,1
4,aneurysm,aeus,nrysm,aneu,anem,1
5,aneurysm,aeusm,nrysm,aneur,aneum,1
6,aneurysm,aeuysm,nrysm,aneury,aneurm,1
3,angelica,aea,nglc,ang,ana,1
4,angelica,aela,nglc,ange,anga,1
5,angelica,agela,nglc,angel,angea,1
6,angelica,agelca,nglc,angeli,angela,1
3,annenberg,ane,nnnbrg,ann,ang,1
4,annenberg,aneb,nnnbrg,anne,anng,1
5,annenberg,anebe,nnnbrg,annen,anneg,1
6,annenberg,anebeg,nnnbrg,annenb,anneng,1
7,annenberg,annebeg,nnnbrg,annenbe,annenbg,1
3,annexation,ane,nnxtn,ann,ann,1
4,annexation,anea,nnxtn,anne,annn,1
5,annexation,anean,nnxtn,annex,annen,1
6,annexation,annean,nnxtn,annexa,annexn,1
7,annexation,anneatn,nnxtn,annexat,annexan,1
8,annexation,annexatn,nnxtn,annexati,annexatn,1
3,announces,ano,nnncs,ann,ans,1
4,announces,anou,nnncs,anno,anns,1
5,announces,anous,nnncs,annou,annos,1
6,announces,anouns,nnncs,announ,annous,1
7,announces,anouncs,nnncs,announc,announs,1
3,announcing,ano,nnncng,ann,ang,1
4,announcing,anou,nnncng,anno,anng,1
5,announcing,anoug,nnncng,annou,annog,1
6,announcing,anoung,nnncng,announ,annoug,1
7,announcing,anouncg,nnncng,announc,announg,1
8,announcing,anouncng,nnncng,announci,announcg,1
3,annunciation,ann,nnnctn,ann,ann,1
4,annunciation,annn,nnnctn,annu,annn,1
5,annunciation,anncn,nnnctn,annun,annun,1
6,annunciation,annncn,nnnctn,annunc,annunn,1
7,annunciation,annuncn,nnnctn,annunci,annuncn,1
8,annunciation,annuncin,nnnctn,annuncia,annuncin,1
9,annunciation,annuncitn,nnnctn,annunciat,annuncian,1
10,annunciation,annunciatn,nnnctn,annunciati,annunciatn,1
3,anomalous,aou,nmls,ano,ans,1
4,anomalous,aous,nmls,anom,anos,1
5,anomalous,aomus,nmls,anoma,anoms,1
6,anomalous,aomlus,nmls,anomal,anomas,1
7,anomalous,anomlus,nmls,anomalo,anomals,1
3,answered,awd,nswrd,ans,and,1
4,answered,awed,nswrd,answ,ansd,1
5,answered,aswed,nswrd,answe,answd,1
6,answered,answed,nswrd,answer,answed,1
3,antagonist,ago,ntgnst,ant,ant,1
4,antagonist,agot,ntgnst,anta,antt,1
5,antagonist,agost,ntgnst,antag,antat,1
6,antagonist,atgost,ntgnst,antago,antagt,1
7,antagonist,antgost,ntgnst,antagon,antagot,1
8,antagonist,antgonst,ntgnst,antagoni,antagont,1
3,antennae,ane,ntnn,ant,ane,1
4,antennae,atne,ntnn,ante,ante,1
5,antennae,antne,ntnn,anten,antee,1
6,antennae,antnae,ntnn,antenn,antene,1
3,antiabortion,abn,ntbrtn,ant,ann,1
4,antiabortion,abon,ntbrtn,anti,antn,1
5,antiabortion,abotn,ntbrtn,antia,antin,1
6,antiabortion,atbotn,ntbrtn,antiab,antian,1
7,antiabortion,antbotn,ntbrtn,antiabo,antiabn,1
8,antiabortion,antbortn,ntbrtn,antiabor,antiabon,1
9,antiabortion,antabortn,ntbrtn,antiabort,antiaborn,1
10,antiabortion,antaborton,ntbrtn,antiaborti,antiabortn,1
3,anticipates,aps,ntcpts,ant,ans,1
4,anticipates,atps,ntcpts,anti,ants,1
5,anticipates,antps,ntcpts,antic,antis,1
6,anticipates,antcps,ntcpts,antici,antics,1
7,anticipates,antcips,ntcpts,anticip,anticis,1
8,anticipates,antcipas,ntcpts,anticipa,anticips,1
9,anticipates,antcipats,ntcpts,anticipat,anticipas,1
3,antidepressant,adt,ntdprssnt,ant,ant,1
4,antidepressant,adpt,ntdprssnt,anti,antt,1
5,antidepressant,adpst,ntdprssnt,antid,antit,1
6,antidepressant,adpsat,ntdprssnt,antide,antidt,1
7,antidepressant,adpssat,ntdprssnt,antidep,antidet,1
8,antidepressant,adprssat,ntdprssnt,antidepr,antidept,1
9,antidepressant,adprssant,ntdprssnt,antidepre,antideprt,1
10,antidepressant,atdprssant,ntdprssnt,antidepres,antidepret,1
11,antidepressant,antdprssant,ntdprssnt,antidepress,antideprest,1
12,antidepressant,antdpressant,ntdprssnt,antidepressa,antidepresst,1
3,antiquarian,aqu,ntqrn,ant,ann,1
4,antiquarian,aqun,ntqrn,anti,antn,1
5,antiquarian,aqurn,ntqrn,antiq,antin,1
6,antiquarian,atqurn,ntqrn,antiqu,antiqn,1
7,antiquarian,antqurn,ntqrn,antiqua,antiqun,1
8,antiquarian,antquran,ntqrn,antiquar,antiquan,1
9,antiquarian,antquaran,ntqrn,antiquari,antiquarn,1
3,antiquated,aqu,ntqtd,ant,and,1
4,antiquated,aqud,ntqtd,anti,antd,1
5,antiquated,atqud,ntqtd,antiq,antid,1
6,antiquated,antqud,ntqtd,antiqu,antiqd,1
7,antiquated,antquad,ntqtd,antiqua,antiqud,1
8,antiquated,antquatd,ntqtd,antiquat,antiquad,1
3,antiques,aqu,ntqs,ant,ans,1
4,antiques,aque,ntqs,anti,ants,1
5,antiques,aques,ntqs,antiq,antis,1
6,antiques,atques,ntqs,antiqu,antiqs,1
3,antoinette,aie,ntntt,ant,ane,1
4,antoinette,aiet,ntntt,anto,ante,1
5,antoinette,aiete,ntntt,antoi,antoe,1
6,antoinette,aiette,ntntt,antoin,antoie,1
7,antoinette,atiette,ntntt,antoine,antoine,1
8,antoinette,antiette,ntntt,antoinet,antoinee,1
3,anxiously,axi,nxsly,anx,any,1
4,anxiously,axiu,nxsly,anxi,anxy,1
5,anxiously,axiul,nxsly,anxio,anxiy,1
6,anxiously,axiuly,nxsly,anxiou,anxioy,1
7,anxiously,axiusly,nxsly,anxious,anxiouy,1
3,anything,ayt,nythng,any,ang,1
4,anything,aytg,nythng,anyt,anyg,1
5,anything,aythg,nythng,anyth,anytg,1
6,anything,anythg,nythng,anythi,anythg,1
3,apartment,apt,prtmnt,apa,apt,1
4,apartment,apmt,prtmnt,apar,apat,1
5,apartment,aptmt,prtmnt,apart,apart,1
6,apartment,aprtmt,prtmnt,apartm,apartt,1
7,apartment,aprtmnt,prtmnt,apartme,apartmt,1
3,apathetic,apc,pthtc,apa,apc,1
4,apathetic,aptc,pthtc,apat,apac,1
5,apathetic,aphtc,pthtc,apath,apatc,1
6,apathetic,aphetc,pthtc,apathe,apathc,1
7,apathetic,apahetc,pthtc,apathet,apathec,1
3,apocalypse,app,pclyps,apo,ape,1
4,apocalypse,apps,pclyps,apoc,apoe,1
5,apocalypse,appse,pclyps,apoca,apoce,1
6,apocalypse,apcpse,pclyps,apocal,apocae,1
7,apocalypse,apcypse,pclyps,apocaly,apocale,1
8,apocalypse,apocypse,pclyps,apocalyp,apocalye,1
3,apocalyptic,app,pclyptc,apo,apc,1
4,apocalyptic,appt,pclyptc,apoc,apoc,1
5,apocalyptic,apptc,pclyptc,apoca,apocc,1
6,apocalyptic,apcptc,pclyptc,apocal,apocac,1
7,apocalyptic,apcyptc,pclyptc,apocaly,apocalc,1
8,apocalyptic,apocyptc,pclyptc,apocalyp,apocalyc,1
9,apocalyptic,apoclyptc,pclyptc,apocalypt,apocalypc,1
3,apologist,apt,plgst,apo,apt,1
4,apologist,apgt,plgst,apol,apot,1
5,apologist,apgst,plgst,apolo,apolt,1
6,apologist,aplgst,plgst,apolog,apolot,1
7,apologist,apolgst,plgst,apologi,apologt,1
3,apologizing,api,plgzng,apo,apg,1
4,apologizing,apig,plgzng,apol,apog,1
5,apologizing,apgig,plgzng,apolo,apolg,1
6,apologizing,apgzig,plgzng,apolog,apolog,1
7,apologizing,aplgzig,plgzng,apologi,apologg,1
8,apologizing,apolgzig,plgzng,apologiz,apologig,1
9,apologizing,apolgzing,plgzng,apologizi,apologizg,1
3,appalled,app,pplld,app,apd,1
4,appalled,appd,pplld,appa,appd,1
5,appalled,appld,pplld,appal,appad,1
6,appalled,appald,pplld,appall,appald,1
3,apparatus,app,pprts,app,aps,1
4,apparatus,apps,pprts,appa,apps,1
5,apparatus,apprs,pprts,appar,appas,1
6,apparatus,apprus,pprts,appara,appars,1
7,apparatus,apparus,pprts,apparat,apparas,1
3,apparitions,app,pprtns,app,aps,1
4,apparitions,apps,pprtns,appa,apps,1
5,apparitions,appts,pprtns,appar,appas,1
6,apparitions,apprts,pprtns,appari,appars,1
7,apparitions,apprtns,pprtns,apparit,apparis,1
8,apparitions,appartns,pprtns,appariti,apparits,1
9,apparitions,apparitns,pprtns,apparitio,apparitis,1
3,appealed,app,ppld,app,apd,1
4,appealed,appd,ppld,appe,appd,1
5,appealed,appld,ppld,appea,apped,1
6,appealed,appald,ppld,appeal,appead,1
3,appeared,app,pprd,app,apd,1
4,appeared,appd,pprd,appe,appd,1
5,appeared,apprd,pprd,appea,apped,1
6,appeared,appard,pprd,appear,appead,1
3,appellate,app,ppllt,app,ape,1
4,appellate,appe,ppllt,appe,appe,1
5,appellate,apple,ppllt,appel,appee,1
6,appellate,applte,ppllt,appell,appele,1
7,appellate,applate,ppllt,appella,appelle,1
3,appended,app,ppndd,app,apd,1
4,appended,appd,ppndd,appe,appd,1
5,appended,appdd,ppndd,appen,apped,1
6,appended,appndd,ppndd,append,append,1
3,appetizers,app,pptzrs,app,aps,1
4,appetizers,apps,pptzrs,appe,apps,1
5,appetizers,appts,pptzrs,appet,appes,1
6,appetizers,apptzs,pptzrs,appeti,appets,1
7,appetizers,apptzes,pptzrs,appetiz,appetis,1
